Age,Gender,Marital Status,Home Ownership,Family member,Education Qualiication,Monthly Income,Monthly Expense,Earning Member,Savings Status,Business Type,Business Location,Residence Area,Bank Account Status,Loan Purpose,Current Business Duration,Business Nature,Dft
64,6,7,9,2,21,16300,27000,9,44,64,65,51,54,57,2,78,0
30,5,7,10,4,21,15600,8000,5,43,63,67,52,53,58,28,75,0
31,5,8,11,11,17,10900,11300,1,43,61,66,51,53,57,13,80,0
19,6,7,11,5,127,7900,11500,3,43,63,65,50,54,59,10,85,0
32,5,7,9,3,18,7400,21400,5,44,64,65,50,53,58,11,76,0
24,6,7,9,10,127,23700,5900,10,43,64,67,50,53,58,1,84,0
31,5,7,10,5,22,16100,1800,5,43,63,67,51,53,55,9,76,0
31,5,8,9,5,21,14300,3200,7,44,61,67,51,53,58,4,85,0
56,5,8,9,14,22,19100,1300,2,44,63,68,50,54,60,2,79,0
29,5,7,10,13,21,8800,25000,9,44,61,67,50,53,57,1,76,1
31,6,8,10,7,21,54000,24500,6,43,62,65,49,54,60,6,79,0
32,6,8,11,5,17,11500,18400,5,43,64,67,50,54,58,10,85,0
31,5,8,9,7,18,9100,26700,2,44,64,66,50,53,56,10,82,0
27,6,7,10,8,127,26600,16100,5,44,62,68,52,53,55,8,81,0
63,6,7,10,9,18,54600,2600,5,43,63,65,49,54,57,9,78,0
28,6,7,10,7,17,27200,38400,7,44,63,66,52,53,60,4,85,0
20,5,8,9,7,127,10600,2400,10,44,62,68,50,54,58,11,76,1
19,6,7,9,5,21,1300,20100,1,43,62,66,51,54,60,0,81,0
27,6,8,10,7,21,15800,33000,1,44,61,68,51,54,58,29,86,0
20,6,7,11,5,127,30000,21700,3,44,64,66,51,54,56,0,77,0
28,6,7,11,14,127,24400,17900,3,43,63,68,50,54,60,2,80,0
64,6,7,9,5,17,40500,36300,10,44,64,68,51,54,56,10,86,0
42,5,8,9,5,18,2800,12900,5,44,61,68,52,53,58,4,76,0
33,5,8,9,7,22,30400,3600,1,43,61,68,51,53,59,8,76,0
35,6,8,11,5,17,17400,32900,8,43,62,68,50,54,56,11,85,0
27,6,7,11,5,21,27200,8900,6,44,64,66,51,54,56,21,75,0
63,6,7,11,7,19,17900,9000,10,44,63,66,52,53,58,18,84,0
18,6,8,11,3,20,25900,3600,2,44,64,68,51,53,56,13,84,0
30,5,8,10,3,21,24500,5900,1,43,64,65,50,54,60,25,75,0
33,5,8,9,13,20,15200,11300,3,43,63,67,49,53,60,15,76,0
26,6,8,10,7,20,6600,2300,3,44,62,67,50,53,57,0,86,0
56,6,7,11,6,19,26200,6700,3,44,64,67,49,54,57,0,82,0
30,6,7,9,10,127,9100,17100,4,43,63,68,50,53,57,10,79,0
22,6,7,11,4,17,23100,6000,10,43,61,68,52,53,55,2,77,0
35,6,8,11,9,20,30200,11100,5,44,63,67,51,53,57,1,82,0
30,5,8,11,11,127,38900,2500,4,43,63,65,49,54,55,5,84,0
26,5,7,10,10,21,11200,16900,3,44,62,68,50,53,56,8,79,0
33,6,8,10,15,18,37500,7500,7,43,62,65,51,53,58,23,80,0
61,6,7,10,5,127,12900,8400,7,43,64,68,50,53,60,2,83,0
33,6,8,10,14,18,17900,14900,8,44,64,66,52,54,56,11,85,0
54,5,7,11,5,127,12000,23700,6,44,62,67,51,53,56,3,78,0
29,5,7,11,7,21,17100,12600,4,44,63,68,49,53,59,1,81,0
50,6,7,10,10,127,27300,40300,7,44,63,67,51,53,56,3,84,0
64,5,8,10,15,20,28400,1100,8,43,64,67,52,54,55,24,81,0
35,5,7,11,8,127,4100,6400,6,44,62,66,49,53,58,1,85,1
23,6,7,11,10,18,47800,16100,10,44,63,66,49,54,56,16,77,0
34,5,7,10,5,21,2100,30900,7,43,63,66,50,53,58,1,75,1
20,5,7,10,8,127,20000,12700,9,44,64,65,51,54,55,16,77,0
30,5,7,9,11,19,36600,37000,7,44,62,68,50,53,59,22,77,0
28,6,8,9,10,19,1400,15100,5,43,64,67,51,54,57,23,81,0
63,6,8,9,14,127,8400,29400,10,43,61,68,49,53,56,17,85,0
23,6,7,9,2,20,11800,11100,7,44,64,65,52,53,57,5,74,0
41,5,7,10,2,19,22700,29300,9,44,63,65,49,53,57,26,83,0
64,6,7,9,15,18,36000,7000,3,43,64,68,52,53,60,3,80,0
18,5,8,10,6,18,20400,11900,7,43,64,68,50,54,55,15,83,0
38,5,8,10,9,22,18800,3800,3,43,61,66,51,53,58,1,80,0
30,5,8,9,11,22,2900,9500,8,43,61,67,49,53,57,3,85,0
21,5,7,9,15,19,37700,4800,3,44,62,65,52,53,59,16,79,0
26,5,8,9,12,19,18900,11900,7,43,63,65,52,53,56,1,82,0
25,5,7,9,5,20,54800,6000,2,44,62,65,52,54,57,10,86,0
22,6,8,11,6,127,29200,6400,7,43,62,65,52,53,57,6,82,0
35,6,7,9,5,20,31500,18100,1,43,61,66,51,53,59,2,82,0
28,6,7,10,7,17,39800,3800,5,43,62,66,52,54,59,12,77,0
32,5,7,10,6,18,7300,3600,3,44,63,66,51,53,59,15,81,0
18,6,7,11,15,127,29500,14300,3,43,64,67,50,53,58,9,76,0
20,5,7,10,5,18,4200,16000,2,43,63,68,50,53,55,14,75,0
32,6,7,9,7,17,57800,20400,7,44,64,65,52,54,59,8,80,0
27,5,7,11,12,21,37800,10200,5,43,61,68,52,54,57,7,76,0
33,5,8,9,4,22,37500,26100,7,43,63,65,51,53,58,5,80,0
39,5,7,11,10,22,30900,14000,6,43,64,66,49,53,59,6,76,0
27,5,7,9,4,127,42000,3300,1,43,63,65,49,54,56,0,79,0
25,5,8,9,4,17,39900,11600,4,44,64,67,49,53,57,10,79,0
34,5,7,11,5,21,24300,6700,5,43,64,65,49,53,57,3,86,0
25,6,7,10,6,17,14600,14300,2,44,63,67,51,54,55,1,86,0
24,5,7,11,3,17,24100,9700,9,44,63,67,50,53,60,4,81,0
45,5,7,10,8,19,38300,13900,4,43,62,67,52,54,60,7,81,0
33,5,7,11,14,127,42900,5500,4,43,63,65,49,54,59,8,76,0
30,5,8,9,8,19,37200,14100,3,44,61,66,51,53,56,2,74,0
25,5,7,9,9,17,34500,14800,2,44,62,65,52,54,58,11,83,0
25,6,7,11,13,21,27100,28000,6,44,62,66,51,53,59,1,86,0
24,6,8,9,3,21,12400,21400,3,44,61,67,50,54,57,0,80,0
25,5,7,9,8,21,19700,21400,2,43,62,67,51,53,58,0,86,0
25,5,7,10,4,19,16600,3400,3,44,64,66,51,53,56,5,82,0
22,6,7,10,5,20,18100,4500,3,43,63,68,50,53,60,26,82,0
24,5,8,9,15,18,28000,9200,5,44,61,65,51,54,60,8,85,0
33,6,7,10,6,20,18900,36700,7,44,62,65,52,53,58,1,74,0
22,5,8,9,10,127,15500,17500,9,43,62,68,49,53,58,11,76,0
47,6,8,11,12,19,30500,19700,3,44,61,68,52,54,60,1,77,0
29,5,7,11,7,17,4200,25700,6,44,62,67,50,54,55,5,78,1
32,6,8,9,6,22,52500,11500,10,44,61,66,50,53,56,6,75,0
33,5,8,10,7,21,18600,19400,2,44,62,65,52,54,57,2,81,0
34,5,8,11,9,22,7900,20200,4,44,62,68,49,54,59,3,85,0
35,5,7,9,9,21,22900,15200,3,44,64,67,49,54,56,5,86,0
25,5,7,11,6,22,22900,32700,6,44,63,68,50,54,58,14,76,0
31,5,8,11,7,21,22000,15200,6,44,63,67,52,54,56,23,84,0
25,5,8,10,6,127,12200,20200,5,43,64,65,50,54,59,2,86,1
48,5,8,11,6,17,33200,27400,3,44,64,65,52,53,59,13,86,0
26,5,7,9,14,127,2900,16400,5,44,64,66,52,54,55,21,79,0
30,6,7,11,6,22,28900,14300,5,44,64,68,49,53,56,15,83,0
29,5,8,10,7,19,31700,16500,5,43,63,67,52,54,60,0,74,0
22,5,7,9,11,19,46700,40900,4,44,63,67,52,53,56,6,81,0
24,5,8,10,13,18,15700,5500,7,43,63,65,51,53,57,22,82,0
59,5,7,11,4,20,7000,10200,8,43,63,65,50,54,55,0,83,0
56,5,8,9,5,21,10000,15800,8,43,63,66,50,53,59,2,75,0
33,6,7,9,7,17,23900,1300,3,43,63,65,51,54,56,3,84,0
63,5,7,11,4,127,22000,6800,7,43,63,65,50,53,60,5,84,0
26,6,7,9,6,21,46200,6700,9,44,61,67,49,54,59,0,84,0
34,5,7,10,15,20,35800,3300,8,43,63,66,49,54,57,15,75,0
27,6,7,10,5,18,40300,3200,6,44,62,68,51,54,59,24,82,0
59,5,8,11,10,17,17100,8100,3,43,63,65,49,54,58,7,86,0
27,6,7,9,10,20,5700,11600,4,44,62,68,49,54,55,18,74,0
26,5,7,9,2,21,3300,5300,2,43,64,65,50,54,59,0,82,0
36,6,7,10,3,20,10200,18500,10,44,64,68,49,54,60,7,74,0
25,6,8,11,2,17,10900,21800,2,43,63,67,52,53,57,8,82,0
30,6,8,10,2,22,13500,4300,9,44,63,67,52,53,60,6,80,0
25,5,7,11,9,17,20600,27900,7,43,64,67,51,53,59,5,79,0
29,6,7,11,10,21,29300,12500,2,43,61,67,51,53,57,0,84,0
35,5,8,10,5,22,19100,34100,1,43,62,68,49,53,55,28,83,0
32,5,8,9,5,20,18400,3800,7,44,63,66,51,54,55,8,78,0
19,6,7,10,11,18,29300,37000,1,44,61,67,50,53,58,2,77,0
33,6,7,10,5,21,16300,6000,1,44,61,66,51,53,57,2,85,0
65,6,7,10,14,19,57000,10600,3,44,61,67,50,54,59,15,82,0
46,6,7,10,13,21,53800,36800,1,44,62,65,49,53,59,20,84,0
27,5,8,9,2,127,13500,5900,3,44,62,67,51,53,57,5,82,0
21,5,7,10,6,19,18500,6100,5,44,63,68,52,53,57,9,75,1
18,6,7,10,7,17,32500,20700,5,44,64,65,51,54,57,24,83,0
27,5,8,9,7,21,33800,37800,5,43,61,68,50,53,56,3,76,0
61,5,8,9,14,22,3600,33100,2,44,61,67,50,53,60,8,75,1
32,6,7,9,5,22,19100,9000,7,44,62,65,51,53,57,5,75,0
28,5,7,10,2,17,4700,8500,5,43,64,66,52,54,55,9,74,0
44,6,8,10,5,22,10300,1200,7,44,62,68,52,54,60,5,82,0
31,5,7,11,10,21,11800,11400,9,44,62,68,52,54,56,27,81,0
22,6,7,11,6,22,1000,14500,3,43,63,66,49,53,59,9,81,0
34,6,8,10,7,19,5900,7600,3,43,61,66,52,53,60,10,85,0
33,6,7,11,10,20,32800,17800,4,44,64,66,52,53,56,18,80,0
26,6,7,11,4,20,20600,13300,1,43,63,66,50,53,56,11,85,0
25,6,8,10,7,21,13700,40600,7,44,63,66,50,54,59,5,84,0
31,5,7,10,12,18,22600,20200,9,43,64,67,51,54,60,0,80,1
55,6,7,10,8,127,23100,5700,1,44,61,65,50,54,60,15,80,0
40,5,8,11,7,22,17400,10300,6,44,64,65,49,53,57,0,77,0
36,6,8,10,10,20,5700,16000,7,44,61,65,52,53,57,8,79,0
27,6,8,10,12,22,10700,21400,8,43,61,66,49,53,56,13,78,0
34,5,7,11,12,20,13900,27700,7,44,64,68,51,53,59,15,80,0
28,5,8,11,10,21,24700,22100,6,43,63,65,50,53,55,12,77,0
53,5,8,11,5,19,23600,14800,8,44,64,68,49,54,60,3,80,0
22,6,8,10,9,18,5800,4600,6,44,64,67,52,53,59,8,83,0
30,5,7,9,11,20,5300,21400,8,44,64,68,49,54,59,11,81,0
19,6,8,11,4,20,14900,19000,1,44,63,67,49,53,55,5,83,0
59,6,7,10,3,18,14900,4800,4,44,61,68,50,53,56,0,78,0
38,6,7,11,5,19,9000,20300,8,43,61,66,50,54,60,0,80,0
37,6,7,10,9,22,26100,27200,10,44,62,66,49,54,60,0,81,0
27,5,8,10,11,22,34500,16600,5,43,61,68,49,54,60,9,84,0
50,5,8,10,13,22,16200,3300,9,44,62,67,49,54,59,3,79,0
56,6,8,9,4,21,18000,24000,9,43,63,67,51,54,56,11,80,0
32,6,8,9,5,127,21200,20700,5,44,64,68,50,54,60,11,81,0
25,6,8,11,7,17,4900,6400,7,44,64,68,49,53,57,21,74,0
24,5,7,9,4,18,7100,9900,9,43,62,66,49,53,58,10,81,0
22,6,7,9,9,21,26100,11100,3,44,62,66,51,53,55,13,77,0
28,5,7,10,7,19,37600,4000,5,43,64,68,52,54,59,15,79,0
56,5,8,11,7,17,44400,4900,5,44,63,68,49,54,58,0,79,0
35,6,8,10,5,22,6900,32500,3,43,62,67,50,54,60,26,81,0
58,6,7,10,5,20,5900,6100,7,43,61,68,50,54,55,2,76,0
52,6,7,11,7,19,12300,31100,10,44,61,67,52,53,57,27,75,0
35,6,8,11,7,22,2000,15800,9,44,61,66,50,54,55,2,78,0
34,5,7,10,6,20,7600,25800,5,44,62,67,51,53,57,13,77,1
24,6,7,11,3,127,31800,10400,3,43,62,68,50,54,60,2,81,0
20,6,8,11,3,20,18500,8500,5,44,63,68,50,53,56,10,78,0
34,5,7,11,10,19,17500,22400,3,43,63,67,51,54,60,2,76,1
63,6,8,11,10,22,37700,8600,2,43,63,65,52,54,60,17,78,0
26,5,7,10,3,19,15400,2200,2,44,61,66,50,53,60,5,86,0
31,5,7,10,5,22,9800,9100,3,43,61,65,49,53,60,5,84,0
38,5,7,11,7,127,36600,19300,1,43,61,68,50,54,56,5,80,0
31,5,8,9,8,18,27900,19000,7,44,63,65,51,53,57,2,82,0
46,6,8,11,14,22,8100,10100,10,44,63,66,50,54,60,25,77,0
30,6,8,9,5,21,29800,10100,4,43,63,66,51,54,57,3,76,0
26,6,8,9,14,22,58400,9400,4,44,61,68,51,54,59,9,76,0
56,6,8,9,15,22,17500,7900,3,43,63,65,49,54,57,3,74,0
18,5,8,9,7,22,2900,2900,3,44,61,68,52,53,58,22,86,1
36,6,8,9,5,20,18300,3000,9,43,62,68,51,53,60,5,81,0
26,6,8,11,11,22,43500,6200,3,43,61,67,52,53,58,5,83,0
35,6,8,9,10,17,27100,25300,2,43,62,66,52,54,56,12,80,0
26,5,7,11,4,19,2400,19700,3,43,64,68,49,53,57,17,80,1
40,6,8,9,14,19,34700,9000,3,43,63,66,52,53,59,30,78,0
30,6,8,10,10,127,15800,34400,7,43,62,67,52,54,59,7,85,0
46,6,8,11,13,19,36500,17900,10,43,64,68,50,54,60,5,77,0
18,5,7,9,2,21,2800,19300,7,44,61,68,49,54,59,15,76,0
28,5,7,9,15,21,34400,20900,5,44,61,67,49,54,60,12,74,0
55,6,8,11,14,19,30300,18700,6,44,63,67,52,53,57,4,74,0
33,6,7,9,6,20,49000,18600,2,44,63,65,51,54,55,1,82,0
19,6,7,9,12,18,27200,1100,3,43,61,67,50,54,60,30,78,0
33,5,8,10,9,18,25100,36900,1,43,64,65,51,53,58,11,85,0
63,6,8,10,5,17,40000,6200,5,44,61,68,49,53,58,6,82,0
29,5,8,11,5,17,23600,4400,4,43,62,68,52,54,60,28,81,0
33,5,7,9,5,21,3500,5000,1,43,61,66,49,53,59,11,86,0
20,6,8,10,14,21,36500,9700,2,43,63,66,50,53,56,10,85,0
28,5,8,9,7,20,11600,11600,2,44,63,67,52,53,60,15,79,0
28,5,8,11,10,20,20600,19600,6,44,61,66,49,54,58,8,85,0
36,5,7,9,10,127,22900,8900,3,44,62,67,49,53,55,12,79,0
44,5,7,9,12,18,21400,18100,8,44,61,67,52,54,56,1,74,0
60,5,8,10,3,127,1100,5400,4,43,61,65,50,54,56,5,77,0
32,6,7,11,10,19,5700,10100,3,43,63,65,51,54,57,0,80,0
30,5,8,11,14,22,10800,4800,1,43,61,68,52,53,59,13,86,0
43,6,8,11,7,20,37400,4400,6,44,64,66,51,54,56,0,75,0
43,5,7,11,7,18,28100,4700,3,43,64,66,50,53,55,0,74,0
52,6,8,10,9,20,39000,17300,4,43,62,66,49,54,60,2,75,0
30,5,7,11,7,22,14100,15000,5,44,62,65,49,54,57,13,77,0
32,5,7,9,9,127,22500,9500,7,43,61,65,49,54,55,12,75,0
27,6,8,9,10,18,39400,17300,4,43,61,65,52,53,58,4,85,0
33,5,8,10,15,20,16800,3200,5,43,63,65,50,54,55,3,85,0
49,6,7,11,2,127,2100,20700,6,43,63,66,49,53,55,0,75,0
19,5,8,10,5,22,32500,18400,6,44,61,66,49,53,60,18,80,0
29,6,7,10,7,18,17600,21600,5,43,62,66,51,54,55,24,77,0
59,6,8,11,2,21,56200,9900,3,43,62,68,49,54,56,26,78,0
40,6,7,10,10,22,4000,18100,1,43,64,66,50,53,60,1,84,0
37,6,7,10,13,22,7000,26000,7,44,61,66,49,54,60,14,79,0
41,6,8,11,5,18,21900,18600,1,44,64,67,52,53,60,2,85,0
64,6,7,11,13,17,4600,18800,2,44,62,65,51,53,60,12,79,0
31,6,7,11,3,17,42700,19100,9,43,62,66,49,53,57,13,80,0
30,6,7,10,6,20,1100,9200,3,44,62,68,49,53,55,2,77,0
31,6,8,11,7,18,1200,10900,7,44,63,68,52,54,57,19,76,0
24,6,7,10,9,127,12600,11400,5,44,62,66,52,53,55,7,79,0
35,5,7,11,12,18,33400,4300,3,43,63,65,52,54,59,7,78,0
31,6,7,11,11,21,6500,18300,10,44,62,66,49,54,59,0,79,0
19,6,8,11,13,19,4100,19200,4,44,63,67,49,53,58,5,86,0
27,6,7,10,10,17,32600,18900,10,44,62,65,52,53,58,10,76,0
33,5,8,10,15,19,12500,13600,7,44,64,65,52,53,55,1,85,0
27,6,7,9,5,21,20300,16900,6,44,63,68,51,53,60,0,75,0
33,6,8,9,12,19,55000,32800,1,43,63,68,49,53,59,15,76,0
22,5,7,11,2,21,15900,19200,4,44,61,65,49,53,56,5,82,0
32,5,8,10,15,20,29600,14400,8,44,63,67,49,53,60,7,74,0
56,6,8,11,12,127,1200,11200,1,44,62,65,49,54,59,5,79,0
34,6,7,9,5,22,9900,1500,3,44,62,66,49,54,59,4,75,0
26,6,8,11,12,21,28100,9200,5,44,62,67,51,53,55,8,74,0
59,6,8,10,5,20,37300,38700,3,43,61,66,52,54,55,15,80,0
33,6,7,10,2,127,24800,12700,3,43,62,66,49,54,60,27,86,0
29,6,7,9,2,20,4400,11000,3,44,62,66,52,53,57,13,76,0
57,5,7,10,7,20,19900,19600,3,44,64,65,50,53,60,2,85,0
22,6,7,11,7,127,14100,20000,8,43,61,66,50,53,55,12,83,0
62,5,8,10,12,17,18700,19700,5,44,62,65,50,54,56,7,79,0
36,5,8,11,13,17,13000,13100,3,44,63,67,49,54,60,4,81,0
35,6,7,11,2,18,12800,4100,5,44,62,67,52,53,57,2,85,0
34,6,8,10,7,19,4200,37700,9,44,62,65,50,54,55,3,80,0
35,6,7,11,7,20,24200,13100,5,43,62,66,51,54,60,8,80,0
33,5,8,11,7,19,13800,2100,6,43,62,67,52,53,58,2,79,1
30,5,8,9,7,22,6600,19400,2,44,64,65,52,54,58,3,81,0
59,5,8,9,7,22,13400,6200,4,44,64,67,50,53,56,11,84,0
64,5,8,10,10,19,21400,17900,3,44,64,68,50,53,59,7,83,0
24,5,8,11,5,127,35200,18000,8,43,63,68,50,54,59,4,78,0
42,5,7,11,2,127,34400,800,8,44,61,65,52,54,60,13,86,0
62,5,8,9,14,17,35300,4900,5,43,64,68,50,53,60,1,82,0
25,6,7,11,10,20,31200,17900,1,44,61,68,52,53,60,30,74,0
22,5,7,10,14,17,46800,39600,4,44,63,68,50,53,58,5,77,1
19,5,8,9,12,19,32200,8200,2,43,61,68,52,54,57,1,78,0
27,6,7,9,8,20,19900,2900,5,43,61,66,50,54,60,14,76,0
28,6,8,10,5,17,39600,2600,6,44,63,65,52,54,57,2,84,0
23,6,8,9,13,17,2600,8100,8,44,62,68,49,54,56,14,84,0
30,5,8,9,11,21,11900,26500,3,44,61,68,52,53,60,15,75,1
34,5,8,10,10,20,10600,2800,9,43,64,67,51,54,57,10,79,0
22,5,7,11,5,17,2200,8100,7,44,62,66,50,54,55,27,84,0
35,6,7,11,7,19,8100,19500,3,44,63,68,49,53,57,1,80,0
31,6,7,11,11,20,26000,38900,7,43,61,67,50,54,57,10,80,0
52,6,7,10,7,22,12200,12700,3,44,63,68,50,53,60,2,78,0
44,6,8,9,7,127,30000,41400,3,44,62,67,51,54,56,4,86,0
18,6,8,11,7,21,28700,17000,4,44,63,68,50,54,59,26,79,0
23,5,8,10,7,18,17800,12500,2,44,62,68,52,54,59,4,83,0
35,6,7,11,8,21,13600,6800,5,43,64,67,50,53,60,2,81,0
25,5,7,10,7,18,1900,2900,9,44,62,65,49,54,58,23,75,1
29,5,7,10,6,19,2600,18800,3,44,62,66,51,54,59,26,75,1
30,6,7,10,5,127,8900,5400,6,44,62,68,50,53,59,13,80,0
32,5,8,10,8,18,52900,14100,3,43,64,67,52,53,60,14,79,0
22,5,7,10,10,127,44300,20200,1,43,64,65,50,54,60,13,82,0
30,5,8,9,5,127,35700,8500,8,43,61,67,51,54,60,11,83,0
22,5,7,11,4,19,5900,17200,7,43,62,67,52,53,59,9,78,0
63,6,7,10,2,22,25000,17500,6,44,64,67,51,53,58,5,75,0
43,5,8,11,5,127,19500,8300,8,43,64,66,52,53,60,10,81,0
19,6,7,9,15,127,8600,10100,6,43,62,67,50,53,58,0,76,0
32,6,8,11,11,18,12900,26800,6,44,62,67,49,54,55,5,82,0
33,5,8,11,6,22,20900,2700,1,44,62,68,49,53,59,28,76,0
18,6,8,10,4,17,47300,6500,4,43,62,68,50,54,56,6,77,0
28,6,7,10,2,21,19800,16100,10,43,62,65,50,54,59,5,78,0
30,6,7,11,8,20,12900,29600,9,44,62,66,51,54,58,10,77,0
23,6,7,9,7,17,16600,16700,10,43,61,65,51,54,58,12,83,0
27,6,7,9,13,22,4700,2900,4,44,61,65,51,53,57,2,74,0
30,6,7,10,9,19,49100,4800,5,44,62,67,52,53,60,0,86,0
28,6,7,10,5,20,38400,10200,9,44,61,65,50,53,58,4,76,0
29,6,7,11,13,20,5500,11800,6,43,62,67,52,53,59,2,86,0
26,6,8,11,8,21,26100,41900,6,43,63,65,49,53,57,0,85,0
27,5,8,9,2,22,1600,19900,3,43,62,65,51,54,58,3,74,0
30,6,8,11,9,19,1600,7800,10,44,61,68,50,53,59,0,83,0
23,6,7,10,15,17,8600,22600,3,43,64,65,52,53,58,13,83,0
23,6,7,9,8,19,24800,16900,4,44,62,68,49,54,55,10,80,0
26,5,8,10,5,20,12500,21300,3,44,62,67,51,54,56,7,82,0
44,5,7,10,7,22,3800,11800,1,43,64,67,49,54,57,4,78,0
22,6,8,11,13,18,12600,9900,1,43,61,68,50,54,55,3,74,0
35,5,8,11,4,17,19700,16500,5,44,62,67,52,54,57,2,82,0
27,6,8,9,12,19,28700,2700,1,44,61,66,50,53,58,6,86,0
22,5,8,10,5,20,13600,16700,4,44,61,68,51,54,58,2,77,1
24,5,7,10,2,17,25000,2400,8,43,62,66,51,54,56,24,75,0
30,5,8,10,3,20,35600,16200,2,44,61,67,49,54,59,10,83,0
36,5,7,9,10,18,33300,16400,8,43,61,66,50,54,55,2,75,0
18,5,7,11,6,18,11000,8100,7,43,61,66,49,54,58,7,75,0
28,5,8,10,10,22,7200,18100,7,43,64,66,51,53,59,13,81,0
57,5,8,9,14,20,21700,22000,6,43,64,67,49,53,56,13,78,0
25,6,7,11,6,22,43100,21900,9,44,63,65,50,54,56,22,82,0
25,6,8,11,11,127,6800,17900,4,43,64,67,49,53,57,1,78,0
24,6,8,9,15,20,4600,39100,3,43,62,67,51,53,60,5,85,0
34,6,8,9,5,22,54300,4800,6,44,61,68,51,54,57,2,86,0
59,5,7,9,12,127,32200,13300,1,44,63,65,51,54,60,16,86,0
33,6,8,10,7,19,29400,6700,4,44,61,65,51,54,58,30,82,0
21,6,8,9,11,20,14900,17000,5,43,63,65,51,54,56,6,81,0
30,6,8,10,5,20,13400,4800,4,43,64,65,52,54,60,23,74,0
44,5,8,11,4,21,9500,5100,1,44,62,66,50,53,57,3,78,0
32,5,8,11,8,18,14400,3600,4,44,64,66,49,54,57,13,81,0
31,5,7,9,5,20,16700,15900,2,43,62,66,50,54,56,20,78,0
26,5,8,10,3,127,29900,18600,3,44,61,67,49,53,58,2,81,0
33,6,7,9,13,127,5500,27600,3,43,62,65,50,53,59,5,85,0
53,6,8,10,2,17,14000,5500,6,44,64,67,51,54,57,13,78,0
20,6,7,11,10,127,4500,5000,3,43,64,67,52,53,57,6,86,0
37,5,7,10,8,127,12400,2000,3,44,64,68,51,53,59,28,81,1
37,5,7,11,7,22,32200,18900,7,44,61,66,52,53,59,12,78,0
32,6,8,10,5,17,1100,5400,5,44,64,67,51,53,58,30,86,0
25,5,7,11,15,18,36300,11400,4,43,63,65,49,54,56,5,84,0
43,5,8,10,7,17,20900,13500,10,44,64,65,51,54,58,1,74,0
25,5,7,11,5,19,21200,17700,7,44,62,65,51,53,56,5,75,0
57,5,8,9,15,21,49100,7500,7,44,64,68,50,53,59,25,86,0
28,5,7,11,7,22,29900,19600,10,43,63,68,50,53,56,2,78,0
24,5,8,10,5,18,21400,13300,3,44,63,66,49,54,57,2,84,0
48,5,8,11,5,18,11900,19300,7,44,63,67,51,54,59,11,85,0
25,6,8,9,10,19,2100,13000,1,44,64,66,50,53,55,5,85,0
64,5,7,9,12,19,13800,30200,3,44,61,67,51,54,58,20,81,0
25,5,8,9,4,21,42900,30100,5,44,62,65,52,53,58,6,80,0
25,5,7,9,7,18,38400,19600,3,43,64,67,49,54,55,10,75,0
28,5,8,9,3,127,9600,19200,2,44,61,67,49,54,58,7,79,0
34,5,7,11,5,19,14700,10000,5,43,63,67,50,53,56,8,76,0
28,5,8,10,7,127,26000,15400,7,43,61,68,50,54,60,1,76,0
31,5,7,9,4,18,17900,800,10,44,62,68,50,54,56,4,78,0
32,5,8,11,7,19,28100,19200,3,43,64,66,50,53,56,14,74,0
32,5,8,9,10,127,16300,30100,8,44,61,65,49,54,60,2,78,0
25,6,8,9,13,21,23300,25100,7,44,62,65,51,53,56,0,82,0
65,6,7,10,3,17,14300,5700,4,44,64,65,51,53,58,2,79,0
30,5,8,11,2,127,21400,13900,1,44,64,68,52,54,57,4,80,0
58,6,8,10,7,20,13600,18600,2,43,61,67,52,53,60,1,79,0
30,5,7,11,6,22,13000,2900,7,44,62,65,49,53,55,10,77,0
21,5,8,11,4,21,10100,1400,3,43,62,65,51,54,56,5,74,0
31,5,7,11,6,127,7700,24700,5,44,63,68,50,54,56,10,75,1
30,6,8,9,8,127,15000,17600,2,44,64,67,51,53,55,11,78,0
59,5,7,9,8,20,53500,13400,6,43,61,65,49,54,55,6,74,0
28,6,7,10,10,19,10300,12200,1,44,61,65,51,53,56,2,83,0
24,5,7,10,8,21,12600,18700,9,44,63,68,51,54,55,3,77,1
57,5,7,10,12,127,24900,3400,8,44,62,65,51,53,58,26,80,0
36,6,7,11,8,21,30000,11700,2,44,61,65,51,53,60,3,86,0
40,6,7,9,7,19,31700,13100,1,44,64,65,49,53,55,2,79,0
35,6,7,11,12,18,1400,2900,9,43,63,66,50,54,55,15,83,0
30,5,7,10,6,127,8000,19500,8,44,61,65,51,54,56,10,79,0
29,5,8,9,5,19,21800,1300,5,44,61,67,52,53,55,14,83,0
63,6,7,11,14,20,18400,33400,3,43,63,65,52,54,59,3,74,0
47,6,7,10,5,21,48000,10900,1,43,62,65,52,53,60,0,79,0
27,5,8,9,6,18,8500,16300,7,43,61,66,50,53,59,10,84,0
48,5,7,9,10,21,29900,11600,3,43,63,65,51,54,58,25,86,0
25,6,8,9,11,17,26400,22100,6,43,64,67,51,54,59,0,82,0
53,5,8,11,10,22,14800,6900,3,43,62,66,51,53,55,0,76,0
25,6,7,11,10,17,15700,5800,4,44,61,65,51,54,60,13,76,0
29,5,7,10,4,17,28800,13000,5,43,61,67,49,53,55,4,78,0
47,6,8,11,10,19,26900,16400,3,44,64,66,51,53,55,15,76,0
23,5,8,9,4,19,10400,11600,10,43,64,68,52,54,57,27,84,0
